Coin Name,Complete Name,Algorithm,Proof Type,Total Coin Supply
Howdoo,Howdoo (UDOO),N/A,N/A,888888888
Fatcoin,Fatcoin (FAT),N/A,N/A,200000000
SESSIA,SESSIA (KICKS),N/A,N/A,100000000
SportGift,SportGift (SPORTG),N/A,N/A,1000000000
Cresio,Cresio (CRES),N/A,N/A,18000000000
Artis Aes Evolution,Artis Aes Evolution (AES),N/A,N/A,100000000
AIB Utility Token,AIB Utility Token (AIBK),N/A,N/A,856750000
NeuroChain,NeuroChain (NCC),N/A,N/A,657440000
DataBloc,DataBloc (STONE),N/A,N/A,333333333
OilWellCoin,OilWellCoin (OILD),N/A,N/A,16000000
Volum,Volum (VLM),N/A,N/A,320000000
LOL Coin,LOL Coin (LOLC),N/A,N/A,1500000000
RedFOX Labs,RedFOX Labs (RFOX),Equihash,N/A,1000000000
Cash Telex,Cash Telex (CTLX),N/A,N/A,84000000
Consentium,Consentium (CSM),N/A,N/A,240000000
Loteo,Loteo (LOTES),N/A,N/A,100000000
Loteo,Loteo (LOTEU),N/A,N/A,400000000
AhrvoDEEX,AhrvoDEEX (RVO),N/A,N/A,500000000
Gath3r,Gath3r (GTH),N/A,N/A,500000000
USDX Stablecoin,USDX Stablecoin (USDX),SHA-256,DPoS,N/A
LHT Coin,LHT Coin (LHT),SHA-256,DPoS,1000000000
Platinum,Platinum (PLAT),X11,PoS,19700000
NYCREC,NYCREC (NYCREC),N/A,N/A,1750000000
Huobi Pool Token,Huobi Pool Token (HPT),N/A,N/A,10000000000
Nasdacoin,Nasdacoin (NSD),Scrypt,PoW/PoS,84000000
SOLVE,SOLVE (SOLVE),N/A,PoW,1000000000
Bolt,Bolt (BOLT),N/A,N/A,1000000000
Blockcloud,Blockcloud (BLOC),N/A,N/A,10000000000
SPECTRUM,SPECTRUM (SPT),N/A,N/A,1300000000
FilmBusinessBuster,FilmBusinessBuster (FBB),N/A,N/A,1000000
BlockSafe,BlockSafe (BSAFE),N/A,N/A,120000000
Universa Native token,Universa Native token (DBTN),N/A,N/A,1000000000
HavEther,HavEther (HET),N/A,N/A,1000000
Konstellation,Konstellation (DARC),N/A,PoS,1000000000
Crypto Market Ads,Crypto Market Ads (CMA),N/A,N/A,10000000000
Maya Preferred 223,Maya Preferred 223 (MAPR),Ethash,N/A,250000000
Thorecoin,Thorecoin (THR),N/A,N/A,1111111
Matic Network,Matic Network (MATIC),N/A,N/A,10000000000
PBET,PBET (PBET),N/A,N/A,154000000
AllSesame,AllSesame (SST),N/A,N/A,10000000000
pukkamex,pukkamex (PUX),N/A,N/A,250000000
Yanu,Yanu (YANU),N/A,N/A,400000000
Royal Sting,Royal Sting (RSF),N/A,N/A,1514340000
WindMine,WindMine (WMD),N/A,N/A,65000000
Thunder Token,Thunder Token (TT),N/A,N/A,10000000000
Toyken,Toyken (TOYKEN),N/A,N/A,100000000
AuxChips,AuxChips (XAL),N/A,N/A,100000000
TARUSH,TARUSH (TAS),N/A,N/A,N/A
COVA,COVA (COVA),N/A,N/A,6500000000
Lambda,Lambda (LAMB),N/A,N/A,10000000000
Flexacoin,Flexacoin (FXC),N/A,N/A,100000000000
Gexan,Gexan (GEX),PHI2,PoW/PoS,21000000
DREP,DREP (DREP),N/A,N/A,10000000000
Vidulum,Vidulum (VDL),Equihash1927,PoW,100000000
TranslateMe,TranslateMe (TMN),N/A,N/A,300000000
TecraCoin,TecraCoin (TCR),Lyra2Z,PoW,210000000
Function X,Function X (FUNX),N/A,N/A,"378,604,525.462893"
AssetStream,AssetStream (ASST),N/A,N/A,3300000000
Beetle Coin,Beetle Coin (BEET),XEVAN,PoW/PoS,500000000
IdeaFeX,IdeaFeX (IFX),N/A,N/A,1000000000
Monart,Monart (MART),N/A,N/A,1000000000
Titan Coin,Titan Coin (TC),N/A,N/A,100000000
Titan Coin,Titan Coin (TTN),SHA-256D,PoW/PoS,5000000000
GoldeNugget Token,GoldeNugget Token (GNTO),N/A,N/A,30000000
Ocean Protocol,Ocean Protocol (OCEAN),N/A,N/A,502391579
LimonX,LimonX (LMXC),N/A,PoS,13100000
Guider.Travel,Guider.Travel (GDR),N/A,N/A,300000000
Lunox Token,Lunox Token (LNX),N/A,N/A,4000000000
Origin Foundation,Origin Foundation (ORIGIN),N/A,N/A,3000000000
Neutro Protocol,Neutro Protocol (NTO),N/A,N/A,20000000
TuneTrade,TuneTrade (TXT),N/A,N/A,500000000
Sportcash One,Sportcash One (SCONE),N/A,N/A,10000000
OWNDATA,OWNDATA (OWN),N/A,N/A,110000000000
Veles,Veles (VLS),N/A,PoW,2500000
Award,Award (AWR),X11,PoW/PoS,420000000
Poseidon Network,Poseidon Network (QQQ),N/A,N/A,21000000000
CCUniverse,CCUniverse (UVU),N/A,N/A,10000000000
Kozjin,Kozjin (KOZ),N/A,N/A,300000000
Smathium,Smathium (SMAT),N/A,N/A,10000000000
Qubitica,Qubitica (QBIT),N/A,N/A,10000000
BitcoinX,BitcoinX (BCX),N/A,PoW,210000000000
LEO Token,LEO Token (LEO),N/A,N/A,1000000000
BlockStamp,BlockStamp (BST),SHA-256,PoW,105000000
Aryacoin,Aryacoin (AYA),N/A,PoW,1200000000
BUSD,BUSD (BUSDC),N/A,N/A,N/A
VeganNation,VeganNation (VCN),N/A,N/A,1000000000
BACoin,BACoin (BAC),N/A,N/A,1000000000
BLAST,BLAST (BLAST),SHA-256,PoW,64000000
Zoptax,Zoptax (ZOPT),SHA-256,N/A,30000000
Filmpass,Filmpass (FILM),N/A,N/A,1000000000
Vodi X,Vodi X (VDX),N/A,N/A,2000000000
Red Pulse Phoenix Binance,Red Pulse Phoenix Binance (PHB),BEP-2,N/A,1358371250
Reserve Rights,Reserve Rights (RSR),N/A,N/A,100000000000
Harmony,Harmony (ONE),N/A,N/A,12600000000
CKUSD,CKUSD (CKUSD),N/A,N/A,N/A
Contents Protocol,Contents Protocol (CTPT),N/A,N/A, 10000000000
ESBC,ESBC (ESBC),Quark,PoS,30000000
GRAYLL,GRAYLL (GRAYLL),N/A,N/A,12500000000
Baer Chain,Baer Chain (BRC),N/A,N/A,580000000
Mossland,Mossland (MOC),N/A,N/A,500000000
Serve,Serve (SERV),N/A,N/A,10000000000
Foresting,Foresting (PTON),N/A,N/A,24000000000
DIPNET,DIPNET (DPN),N/A,N/A,10000000000
VeriBlock,VeriBlock (VBK),vBlake,PoP + PoW,2100000000
Themis,Themis (THEMIS),N/A,N/A,1000000000
Yuan Chain Coin,Yuan Chain Coin (YCC),N/A,N/A,10000000000
USDK,USDK (USDK),N/A,N/A,N/A
MIXMARVEL,MIXMARVEL (MIX),N/A,N/A, 10000000000
PlayCoin,PlayCoin (PLY),N/A,N/A,1000000000
Chromia,Chromia (CHR),N/A,N/A,0
Blue Whale,Blue Whale (BWX),N/A,N/A,64320000
Vostok,Vostok (VST),N/A,N/A,1000000000
BORA,BORA (BORA),N/A,N/A,1325000000
Wibson,Wibson (WIB),N/A,N/A,9000000000
Blockparty,Blockparty (BOXX),N/A,N/A,90000000
Ulord,Ulord (UT),N/A,N/A,1000000000
BUMO,BUMO (BU),N/A,N/A,1500000000
DxChain Token,DxChain Token (DX),N/A,N/A,100000000000
MultiVAC,MultiVAC (MTV),N/A,N/A,N/A
Trias,Trias (TRIAS),N/A,N/A,10000000000
WinToken,WinToken (WINT),N/A,N/A,21000000000
VNT Chain,VNT Chain (VNT),N/A,N/A,10000000000
Origo,Origo (OGO),N/A,N/A,1000000000000000000
BOMB,BOMB (BOMB),N/A,N/A,0
Carry,Carry (CARRY),N/A,N/A,10000000000
Bryllite,Bryllite (BRYLL),N/A,N/A,1000000000
Wirex Token,Wirex Token (WXT),N/A,N/A,10000000000
BOX Token,BOX Token (BOXT),N/A,N/A,100000000
Kambria,Kambria (KAT),N/A,N/A,5000000000
SpendCoin,SpendCoin (SPENDC),N/A,N/A, 2000000000
BEST,BEST (BEST),N/A,N/A,1000000000
Consumption Avatar Matrix,Consumption Avatar Matrix (CAM),N/A,N/A,200000000
Atlas Protocol,Atlas Protocol (ATP),N/A,N/A,10000000000
BitCapitalVendor,BitCapitalVendor (BCV),N/A,N/A,1200000000
BlockState,BlockState (BKN),N/A,N/A,110000
Insight Chain,Insight Chain (INB),N/A,N/A,10000000000
WaykiChain,WaykiChain (WICC),N/A,N/A,210000000
EDUCare,EDUCare (EKT),N/A,N/A,1000000000
Key,Key (BIHU),N/A,N/A,100000000000
1SG,1SG (1SG),N/A,N/A,22227000
Kuai Token,Kuai Token (KT),N/A,N/A,30000000
IntelliShare,IntelliShare (INE),N/A,N/A,986000000
STP Network,STP Network (STPT),N/A,N/A,2000000000
Artfinity Token,Artfinity Token (ARTF),N/A,N/A,1000000000 
Content Value Network,Content Value Network (CVNT),N/A,N/A,1000000000
DEX,DEX (DEX),N/A,N/A,12000000000
Electrum Dark,Electrum Dark (ELD),N/A,N/A,3900000
UOS,UOS (UOS),SHA-256,DPoI,1000000000
United Network Distribution,United Network Distribution (UND),N/A,N/A,1000000000
pEOS,pEOS (PEOS),N/A,N/A,1250000000
Bitcoin HD,Bitcoin HD (BHD),N/A,N/A,21000000
GlitzKoin,GlitzKoin (GTN),N/A,N/A,998999328
Vipstar Coin,Vipstar Coin (VIPS),N/A,PoW/PoS,70000000000
BigBang Game,BigBang Game (BBGC),N/A,N/A,10000000000
Lina,Lina (LINA),N/A,N/A,900000000
Influence Chain,Influence Chain (INFC),N/A,N/A,1000000000
BitNautic,BitNautic (BTNT),N/A,N/A,49993221
W Green Pay,W Green Pay (WGP),N/A,N/A,600000000
Pundi X NEM,Pundi X NEM (NPXSXEM),N/A,N/A,9000000000
YOU Chain,YOU Chain (YOU),N/A,N/A,2608000000
USC,USC (USCC),N/A,N/A,0
Android chain,Android chain (ANDC),N/A,N/A,880000000
WeGen Platform,WeGen Platform (WGC),N/A,N/A,15000000000
Marginless,Marginless (MRS),N/A,N/A,300000000
FUNDChains,FUNDChains (FUND),N/A,N/A,5000000000
NNB Token,NNB Token (NNB),N/A,N/A,6000000000
USDQ,USDQ (USDQ),N/A,N/A,0
Ultiledger,Ultiledger (ULT),N/A,N/A,4500000000
Wowbit,Wowbit (WWB),N/A,N/A,1111111111
Vanta Network,Vanta Network (VANT),N/A,N/A,0
Snetwork,Snetwork (SNET),N/A,N/A,1000000000
IRIS Network,IRIS Network (IRIS),N/A,N/A,2000000000
Bitcoin BEP2,Bitcoin BEP2 (BTCB),N/A,N/A,9001
IONChain,IONChain (IONC),N/A,N/A,520000000
CoinUs,CoinUs (CNUS),N/A,N/A,2000000000
Airbloc,Airbloc (ABL),N/A,N/A,400000000
SDChain,SDChain (SDA),N/A,N/A,2000000000
Smartup,Smartup (SMARTUP),N/A,N/A,5000000000
Hyperion,Hyperion (HYN),N/A,N/A,10000000000
UnlimitedIP,UnlimitedIP (UIP),N/A,N/A,3000000000
MIR COIN,MIR COIN (MIR),N/A,N/A,1300000000
Japan Content Token,Japan Content Token (JCT),N/A,N/A,180000000
FansTime,FansTime (FTI),N/A,N/A,10000000000
DOS Network,DOS Network (DOS),N/A,N/A,1000000000
Facebook Libra,Facebook Libra (LIBRA),N/A,N/A,N/A
Delio,Delio (DLO),N/A,N/A,5000000000
DUO Network,DUO Network (DUOT),N/A,N/A,100000000
OceanEX Token,OceanEX Token (OCE),N/A,N/A,10000000000
Algorand,Algorand (ALGO),N/A,N/A,10000000000
Aircoins,Aircoins (AIRX),N/A,N/A,10000000000
Raven Protocol,Raven Protocol (RAVEN),N/A,N/A,10000000000
MINDOL,MINDOL (MIN),N/A,N/A,240000000
MovieBloc,MovieBloc (MBL),N/A,N/A,30000000000
B91,B91 (B91),N/A,N/A,5100000000
AIDUS TOKEN,AIDUS TOKEN (AIDT),N/A,N/A,20000000000
AiLink Token,AiLink Token (ALI),N/A,N/A,10000000000
Cloudbric,Cloudbric (CLB),N/A,N/A,989556846
CanonChain,CanonChain (CZR),N/A,N/A,1618033988
DeltaChain,DeltaChain (DELTA),N/A,N/A,7500000000
GSENetwork,GSENetwork (GSE),N/A,N/A,100000000000
Knekted,Knekted (KNT),N/A,N/A,1000000000
4New,4New (KWATT),N/A,N/A,150000000
Midas Protocol,Midas Protocol (MAS),N/A,N/A,500000000
UChain,UChain (UCH),N/A,N/A,823600647
VeriDocGlobal,VeriDocGlobal (VDG),N/A,N/A,50000000000
Yggdrash,Yggdrash (YEED),N/A,N/A,10000000000
PressOne,PressOne (PRS),N/A,N/A,2000000000
Eight Hours Token,Eight Hours Token (EHRT),N/A,N/A,10000000000
Bitcoin Rhodium,Bitcoin Rhodium (XRC),X13,PoW,2100000
TERA,TERA (TERA),N/A,N/A,1000000000
Machine Xchange Coin,Machine Xchange Coin (MXC),N/A,N/A,2664965800
Jarvis+,Jarvis+ (JAR),N/A,N/A,600000000
Provoco,Provoco (VOCO),N/A,N/A,19393710075
Transcodium,Transcodium (TNS),N/A,N/A,88600000
Naka Bodhi Token,Naka Bodhi Token (NBOT),N/A,N/A,100000000
DPRating,DPRating (RATING),N/A,N/A,10000000000
CNNS,CNNS (CNNS),N/A,N/A,10000000000
Ampleforth,Ampleforth (AMPL),N/A,N/A,38207563
SoPay,SoPay (SOP),N/A,N/A,4500000000
LemoChain,LemoChain (LEMO),N/A,N/A,1600000000
Typerium,Typerium (TYPE),N/A,N/A,2000000000
Crystal Token,Crystal Token (CYL),N/A,N/A,27834890
HyperLoot,HyperLoot (HLT),N/A,N/A,272512969
Electronic Energy Coin,Electronic Energy Coin (E2C),N/A,N/A,131636363
Traceability Chain,Traceability Chain (TAC),N/A,N/A,1000000000
TenX Token,TenX Token (TENX),N/A,N/A,129649931
Ekon Gold,Ekon Gold (EKG),N/A,N/A,26997.3
Silverway,Silverway (SLV),N/A,N/A,1000000000
PATHHIVE,PATHHIVE (PHV),N/A,N/A,3500000000
ONO,ONO (ONOT),N/A,N/A,75000000000
Ether Kingdoms Token,Ether Kingdoms Token (IMPT),N/A,N/A,13000000
Bitrue Coin,Bitrue Coin (BITRUE),N/A,N/A,1000000000
SWAPS Network,SWAPS Network (SWAPS),N/A,N/A,100000000
CONUN,CONUN (CONUN),N/A,N/A,5000000000
FNB protocol,FNB protocol (FNB),N/A,N/A,2500000000
GNY,GNY (GNY),N/A,N/A,400000000
SparkPoint,SparkPoint (SRK),N/A,N/A,17000000000
Volt,Volt (ACDC),N/A,N/A,4000000000
Ycash,Ycash (YEC),Equihash,N/A,21000000
Ormeus Ecosystem,Ormeus Ecosystem (ECO),N/A,N/A,200000000000
Aladdin,Aladdin (ADN),N/A,N/A,100000000000
Fountain,Fountain (FTN),N/A,N/A,2195657106
GreenPower,GreenPower (GRN),N/A,N/A,3294166501
Nexty,Nexty (NTY),N/A,N/A,180000000000
TEMCO,TEMCO (TEMCO),N/A,N/A,6000000000
Adrenaline Chain,Adrenaline Chain (ADRX),N/A,N/A,1000000000
Davinci Coin,Davinci Coin (DAC),N/A,N/A,8800000000
MESG,MESG (MESG),N/A,N/A,250000000
Stronghold Token,Stronghold Token (SHX),N/A,N/A,100000000000
uPlexa,uPlexa (UPX),CryptoNight,PoW,10500000000
1irstcoin,1irstcoin (FST),N/A,N/A,100000000
Bitcratic Token,Bitcratic Token (BCT),N/A,N/A,88000000
Trittium,Trittium (TRTT),N/A,N/A,200000000
ARPA Chain,ARPA Chain (ARPA),N/A,N/A,1400000000
Thorecash,Thorecash (THCH),N/A,N/A,111111111
Arbidex,Arbidex (ABX),N/A,N/A,25000000
Hxro,Hxro (HXRO),N/A,N/A,1575000000
Monarch Token,Monarch Token (MONT),Ethash,N/A,1000000000
WINk,WINk (WIN),N/A,N/A,999000000000
Native Utility Token,Native Utility Token (NUT),N/A,N/A,10000000
PUBLIQ,PUBLIQ (PBQ),N/A,N/A,500000000
Zloadr,Zloadr (ZDR),N/A,N/A,100000000
DocTailor,DocTailor (DOCT),N/A,N/A,N/A
DECOIN,DECOIN (DTEP),X11,PoS,140000000
Tchain,Tchain (TCHAIN),N/A,N/A,1000000000
Retailcoin,Retailcoin (XRTC),N/A,N/A,7000000000
Verus Coin,Verus Coin (VRSC),N/A,N/A,83540184
Volume Network,Volume Network (VOL),N/A,N/A,10000000000
Natmin,Natmin (NAT),N/A,N/A,340000000
TrustVerse,TrustVerse (TRV),N/A,N/A,1000000000
RealTract,RealTract (RET),N/A,N/A,24600000000
GoWithMi,GoWithMi (GMAT),N/A,N/A,N/A
Humanscape,Humanscape (HUM),N/A,N/A,108473427338
Perlin,Perlin (PERL),N/A,N/A,1033200000
EMOGI Network,EMOGI Network (LOL),N/A,N/A,21000000000
Business Credit Alliance Chain,Business Credit Alliance Chain (BCAC),N/A,N/A,2181955586
Data Transaction Token,Data Transaction Token (XD),N/A,N/A,1000000000
OTOCASH,OTOCASH (OTO),Scrypt,N/A,38254584
Bitsdaq Token,Bitsdaq Token (BQQQ),N/A,N/A,N/A
SIX Network,SIX Network (SIX),N/A,N/A,999999970
Locus Chain,Locus Chain (LOCUS),N/A,N/A,7000000000
Pivot Token,Pivot Token (PVT),N/A,N/A,31415926535
COZPlus,COZPlus (COZP),N/A,N/A,3000000000
GOTOGOD,GOTOGOD (OGOD),N/A,N/A,1000000000
Super Zero,Super Zero (SERO),Ethash,PoW,1000000000
Eminer,Eminer (EM),N/A,N/A,2100000000
Foin,Foin (FOIN),N/A,N/A,100000000
FortKnoxster,FortKnoxster (FKX),N/A,N/A,150000000
YottaChain,YottaChain (YTA),N/A,N/A,4000000000
LITEX,LITEX (LXT),N/A,N/A,2000000000
ImageCoin,ImageCoin (IMG),N/A,N/A,21000000
12Ships,12Ships (TSHP),N/A,N/A,5000000000
Swipe,Swipe (SXP),N/A,N/A,300000000
Ferrum Network,Ferrum Network (FRM),N/A,N/A,N/A
BOTXCOIN,BOTXCOIN (BOTX),N/A,N/A,5000000000
Diamond Platform Token,Diamond Platform Token (DPT),N/A,N/A,10000000
Tratok,Tratok (TRAT),N/A,N/A,100000000000
Chiliz,Chiliz (CHZ),N/A,N/A,8888888888
Opennity,Opennity (OPNN),N/A,N/A,1000000000
SafeInsure,SafeInsure (SINS),N/A,N/A,21000000
BHEX Token,BHEX Token (BHT),N/A,N/A,2095136176
Beldex,Beldex (BDX),CryptoNight,PoW,1400222610
DEXTER,DEXTER (DXR),N/A,N/A,103622100
Promotion Coin,Promotion Coin (PC),N/A,N/A,8750000000
BitUP Token,BitUP Token (BUT),N/A,N/A,1000000000
Gosama,Gosama (GOS),N/A,N/A,200000000
Defi,Defi (DEFI),N/A,N/A,10000000000
Bitbook Gambling,Bitbook Gambling (BXK),N/A,N/A,741456054
KNOW,KNOW (KNOW),N/A,N/A,1000000000
WebFlix,WebFlix (WFX),N/A,N/A,27000000000
eXPerience Chain,eXPerience Chain (XPC),SHA-256,N/A,113215461333
COCOS BCX,COCOS BCX (COCOS),N/A,N/A,100000000000
Alliance Cargo Direct,Alliance Cargo Direct (ACD),N/A,N/A,1000000000
Akropolis,Akropolis (AKRO),N/A,N/A,4000000000
AmonD,AmonD (AMON),N/A,N/A,7600000000
Ben Zi Token,Ben Zi Token (BENZI),N/A,N/A,1000000000
Binance GBP Stable Coin,Binance GBP Stable Coin (BGBP),N/A,N/A,700001
Blockchain of Hash Power,Blockchain of Hash Power (BHP),N/A,N/A,50754588
CryptoFranc,CryptoFranc (XCHF),N/A,N/A,12030000
Blockchain Exchange Alliance,Blockchain Exchange Alliance (BXA),N/A,N/A,20000000000
Create Breaking News Together,Create Breaking News Together (CBNT),N/A,N/A,3328165310
DeepCloud AI,DeepCloud AI (DEEP),N/A,N/A,200000000
Dochain,Dochain (DOC),N/A,N/A,1050000000
Data Transaction,Data Transaction (DTC),N/A,N/A,1776000000
Decentralized Vulnerability Platform,Decentralized Vulnerability Platform (DVP),N/A,N/A,5000000000
Digital Wallet,Digital Wallet (DWC),N/A,N/A,N/A
ELA Coin,ELA Coin (ELAC),N/A,N/A,10000000000
​Ether star blockchain,​Ether star blockchain (ETSC),N/A,N/A,N/A
FMex,FMex (FMEX),N/A,N/A,300000000
Force Protocol,Force Protocol (FOR),N/A,N/A,1000000000
FToken,FToken (FTK),N/A,N/A,10000000000
FLEX Coin,FLEX Coin (FLEX),N/A,N/A,99959900
GEchain,GEchain (GE),N/A,N/A,21000000
ParkinGo,ParkinGo (GOT),N/A,N/A,94808613
Infinito,Infinito (INFT),N/A,N/A,10000000000
ITOChain,ITOChain (ITOC),N/A,N/A,100000000
Wine Chain,Wine Chain (JCB),N/A,N/A,300000000
KStarCoin,KStarCoin (KSC),N/A,N/A,450000000
LitecoinHD,LitecoinHD (LHD),N/A,N/A,84000000
LinkCoin Token,LinkCoin Token (LKN),N/A,N/A,1000000000
Kripton,Kripton (LPK),N/A,N/A,2600000000
Master MIX Token,Master MIX Token (MMT),N/A,N/A,2000000000
iOscar,iOscar (OSC),N/A,N/A,2100000000
Pibble,Pibble (PIB),N/A,N/A,30000000000
Kleros,Kleros (PNK),N/A,N/A,364626703
Prometeus,Prometeus (PROM),N/A,N/A,20000000
PROT,PROT (PROT),N/A,N/A,12000000
QQBC IPFS BLOCKCHAIN,QQBC IPFS BLOCKCHAIN (QQBC),N/A,N/A,210000000
SPIN Protocol,SPIN Protocol (SPIN),N/A,N/A,1075000000
Tercet Network,Tercet Network (TCNX),N/A,N/A,20000000000
Thorenext,Thorenext (THX),N/A,N/A,210000000
Thore Exchange,Thore Exchange (THEX),N/A,N/A,10000000
ThoreCashTRX,ThoreCashTRX (TCHTRX),N/A,N/A, 77777777
UltrAlpha,UltrAlpha (UAT),N/A,N/A,500000000
UniversalEnergyChain,UniversalEnergyChain (UENC),N/A,N/A,200000000
Ultra,Ultra (ULTRA),N/A,N/A,1000000000
Uranus,Uranus (URAC),N/A,N/A,3500000000
USDSB,USDSB (USDSB),N/A,N/A,N/A
VINCI,VINCI (VINCI),N/A,N/A,N/A
WOLLO,WOLLO (WLO),N/A,N/A,674999515
Xenoverse,Xenoverse (XENO),N/A,N/A,1000000000
ndau,ndau (XND),N/A,N/A,30000000
Xensor,Xensor (XSR),N/A,N/A,9000000000
Zaif Token,Zaif Token (ZAIF),N/A,N/A,N/A
En-Tan-Mo,En-Tan-Mo (ETM),N/A,N/A,500000000
Amino Network,Amino Network (AMIO),N/A,N/A,1000000000
FABRK Token,FABRK Token (FAB),N/A,N/A,55000000000
VinDax Coin,VinDax Coin (VD),N/A,N/A,125000000
NewYork Exchange,NewYork Exchange (NYE),N/A,N/A,366095431
LinkToken,LinkToken (LTK),N/A,N/A,1500000000
STREAMIT COIN,STREAMIT COIN (STREAM),Quark,PoS,840000000
BitCloud Pro,BitCloud Pro (BPRO),N/A,N/A,10000000000
Tolar,Tolar (TOL),N/A,N/A,887389430
CryptoVerificationCoin,CryptoVerificationCoin (CVCC),N/A,N/A,36000000
EveriToken,EveriToken (EVT),N/A,N/A,1000000000
Note Blockchain,Note Blockchain (NTBC),N/A,N/A,55000000000
MEX,MEX (MEX),N/A,N/A,1939999970
ATN,ATN (ATN),N/A,N/A,210000000
NeoWorld Cash,NeoWorld Cash (NASH),N/A,N/A,100000000000
Custody Token,Custody Token (CUST),N/A,N/A,10000000000
QChi,QChi (QCH),N/A,N/A,92000000
FIBOS,FIBOS (FO),N/A,N/A,1060273542
Simone,Simone (SON),N/A,N/A,99900
BeeKan,BeeKan (BKBT),N/A,N/A,N/A
Blockchain Quotations Index Token,Blockchain Quotations Index Token (BQT),N/A,N/A,1000000000
BLOC.MONEY,BLOC.MONEY (BLOCM),Cryptonight Haven,PoW,50000000
White Standard,White Standard (WSD),N/A,N/A,439402
Alchemint Standards,Alchemint Standards (SDS),N/A,N/A,1000000000
Gomics,Gomics (GOM),N/A,N/A,75000000
Band Protocol,Band Protocol (BAND),N/A,N/A,N/A
OFCOIN,OFCOIN (OF),Scrypt,PoW,51200000000
FLETA,FLETA (FLETA),N/A,N/A,2000000000
CryptoBonusMiles,CryptoBonusMiles (CBM),N/A,N/A,5000000000
Emirex Token,Emirex Token (EMRX),N/A,N/A,500000000
IZIChain,IZIChain (IZI),N/A,N/A,1250000000
YouLive Coin,YouLive Coin (UC),N/A,N/A,10000000000
T.OS,T.OS (TOSC),Scrypt,PoW,2086591663
OVCODE,OVCODE (OVC),N/A,N/A,83875000
BUSD,BUSD (BUSD),N/A,N/A,30688291
WITH,WITH (WIKEN),N/A,N/A,1200000000
Magic Cube Coin,Magic Cube Coin (MCC),N/A,N/A,20000000000
PAX Gold,PAX Gold (PAXG),N/A,N/A,2411
MEXC Token,MEXC Token (MEXC),N/A,N/A,1435441321
NSS Coin,NSS Coin (NSS),N/A,N/A,100000000
Tronipay,Tronipay (TRP),N/A,N/A,46311853
MineBee,MineBee (MB),N/A,N/A,5000000000
CENTERCOIN,CENTERCOIN (CENT),N/A,N/A,3500002432
MB8 Coin,MB8 Coin (MB8),X11,PoS,1000000000
Hyper Speed Network,Hyper Speed Network (HSN),N/A,N/A,1000000000
ZumCoin,ZumCoin (ZUM),CryptoNight,PoW,10000000000
PiplCoin,PiplCoin (PIPL),N/A,N/A,7489958537
Chimpion,Chimpion (BNANA),N/A,N/A,100000000000
VNDC,VNDC (VNDC),N/A,N/A,99000000000000
MX Token,MX Token (MX),N/A,N/A,977698920
DDAM,DDAM (DDAM),N/A,N/A,8000000000
PLANET,PLANET (PLAC),N/A,N/A,5000000000
Mogu,Mogu (MOGU),N/A,N/A,1000000000
CAPITAL X CELL,CAPITAL X CELL (CXCELL),N/A,N/A,3314000000
BigONE Token,BigONE Token (BGONE),N/A,N/A,13382081034
Dequant,Dequant (DEQ),Quark,PoS,40000000
BCB Blockchain,BCB Blockchain (BCB),N/A,PoS,66000000
LBK,LBK (LBK),N/A,N/A,2000000000
GSTT,GSTT (GSTT),N/A,N/A,1000000000
All.me,All.me (ME),N/A,N/A,10000000000
Documentchain,Documentchain (DMS),N/A,N/A,21000000
SharesChain,SharesChain (SCTK),N/A,N/A,200000000
SINX Token,SINX Token (SINX),N/A,N/A,3142000000
Hazza,Hazza (HAZ),N/A,N/A,105926908.8
AI Prediction Ecosystem,AI Prediction Ecosystem (AIPE),N/A,N/A,1200000000
MISS,MISS (MISS),N/A,N/A,100000000
DKK Token,DKK Token (DKKT),N/A,N/A,1000000000
Bityuan,Bityuan (BTY),N/A,N/A,330000000
Credit Safe Application Chain,Credit Safe Application Chain (CSAC),N/A,N/A,910000000
Temtum,Temtum (TEM),N/A,N/A,1500000000
Blockstack,Blockstack (BSTX),N/A,N/A,2048913388
Kava,Kava (KAVA),N/A,PoS,100000000
Dream21,Dream21 (DMC),N/A,N/A,1000000000
Kaiser,Kaiser (KISC),N/A,N/A,4000000000
VB Token,VB Token (VBT),N/A,N/A,2000000000
G50,G50 (G50),N/A,N/A,5000000000
Smart Eye Operating System,Smart Eye Operating System (SEOS),N/A,N/A,320000000
Overseas Direct Certification,Overseas Direct Certification (ODC),N/A,N/A,300000000
Galtcoin,Galtcoin (GALT),N/A,N/A,1000000000
Lightning Bitcoin,Lightning Bitcoin (LTBTC),N/A,N/A,7465926
Tena,Tena (TENA),N/A,N/A,N/A
DigitalBits,DigitalBits (XDGB),N/A,N/A,100000000000
SmartPlay,SmartPlay (SPLA),N/A,N/A,500000000
UNICORN Token,UNICORN Token (UNICORN),N/A,N/A,10000000000
Dimension,Dimension (EONC),N/A,N/A,2000000000
Precium,Precium (PRCM),N/A,N/A,750000000
Big Fun Chain,Big Fun Chain (BFCH),N/A,N/A,5000000000
LightChain,LightChain (LIGHT),N/A,N/A,N/A
Traders Token,Traders Token (TRDS),N/A,N/A,500000000000
ETHplode,ETHplode (ETHPLO),N/A,N/A,99332781
Yap Stone,Yap Stone (YAP),N/A,N/A,1000000000
Lukiu,Lukiu (LKU),N/A,N/A,10000000000
